"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
18;"L16";"YS75_7X8MM";1;"2.2uH\3A/YS75/7x8";;;
19;"LIPO_BAT1";"LIPO_BAT-CON2DW02R";1;"DW02R";;;
20;"PHYRST1";"HN1x2_Jumper";1;"HN1x2(Opened)";;;
21;"PWRLED1,GPIO_LED1";"LED_0603_KA";2;"LED/Red/0603";;;
22;"R33,R63,R64,R122,R123,R124,R72,R19,R18,R3,R4,R65,R109,R105,R125,R126,R129,R130,R121";"R_0402_5MIL_DWS";19;"22R";;;
23;"R39,R43,R44,R45";"R_0402_5MIL_DWS";4;"NA(510R)";;;
24;"U1";"FBGA396";1;"AllWinner-A64(FBGA396)";;;
25;"U2,U3";"FBGA96(HYNIX_SAMSUNG_512MX16_DDR3)";2;"K4B4G1646E-BYMA0CV";;;
26;"U6,U9";"SOT-23-5";2;"SY6280AAC(SOT23-5)";;;
27;"U11";"RL-SM02BD(RTL8723BS)";1;"NA(RTL8723BS(ComboModule))";;;
28;"U13";"SOT23-6";1;"MT3608(SOT23-6)";;;
29;"U14";"QFN68";1;"AXP803(QFN68_8x8mm)";;;
30;"USB-OTG1";"USB-MICRO_MISB-SWMM-5B_LF_Past";1;"MISB-SWMM-5B-LF";;;
31;"FID1,FID3,FID4,FID6";"Fiducial1x3_transp";4;"";;;
32;"GPIO1";"HN2x20";1;"NA(HN2x20)";;;
33;"LCD_CON1";"FPV-WZA21-40-LF";1;"FPV-WZA21-40-LF";;;
34;"R40,R76,R79,R52,R99,R119,R106,R37,R85,R83,R95,R31,R42,R20,R24";"R_0402_5MIL_DWS";15;"10k";;;
35;"R70,R71,R74,R82,R75,R47,R50,R77,R90,R88";"R_0402_5MIL_DWS";10;"2.2k";;;
36;"R104,R48,R61,R21,R23,R57,R67,R53,R56,R62";"R_0402_5MIL_DWS";10;"NA(10k)";;;
37;"R101,R102";"R_0402_5MIL_DWS";2;"NA(2.2k)";;;
38;"HSIC1";"B4B-PH-K-S";1;"NA(B4B-PH-K-S)";;;
39;"UBOOT1,PWRON1,RESET1";"IT1185AU2_V2";3;"IT-1185AU2-160G-G-TR";;;
40;"R80";"R_0402_5MIL_DWS";1;"8.25k\1%";;;
41;"R81";"R_0402_5MIL_DWS";1;"1.1k\1%";;;
42;"R25";"R_0402_5MIL_DWS";1;"470R";;;
43;"R29,R11,R12,R26,R1,R5,R8";"R_0402_5MIL_DWS";7;"2k\1%";;;
44;"R32";"R_0402_5MIL_DWS";1;"NA(1M)";;;
45;"R35,R116,R103,R30";"R_0402_5MIL_DWS";4;"100k";;;
46;"R49";"R_0402_5MIL_DWS";1;"3.92k\1%";;;
47;"R51,R38";"R_0402_5MIL_DWS";2;"4.7k";;;
48;"UEXT1";"HN2x5";1;"HN2x5";;;
49;"R7,R10,R9";"R_0402_5MIL_DWS";3;"243R\1%";;;
50;"R6,R118,R96,R97,R98,R84,R55,R128,R127,R132,R131";"R_0402_5MIL_DWS";11;"NA";;;
51;"Logo-OLimeX_Big";"OLIMEX_LOGO_TB";1;"";;;
52;"R94,R34,R87,R86";"R_0402_5MIL_0R(Board_Mounted)";4;"0R(Board_Mounted)";;;
53;"USB1";"USB_A_VERTICAL_PTH";1;"USB-SUWH-4A-LF";;;
54;"C204,C205,C214,C218,C219";"C_0603_5MIL_DWS";5;"22uF\6.3V/20%";;;
55;"R108,R112,R113,R114,R58,R107,R117,R92,R89,R91,R111,R110";"R_0402_5MIL_DWS";12;"1k";;;
56;"VR1";"SOT223";1;"LD1117AG-AD-AA3-A-R";;;
57;"D5";"SMA-KA";1;"1N4007\SMA";;;
58;"DDR-VCC1,+3.3VWiFiIO1,+5V_USBOTG1,1.1V_CPUX1,3.3V1,3.3V_MIPI1,GND1,1.25_EXT1,+1.8V1,+3.0VA1,+3.3VD1,1.1V_CPUS1,1.1V_SYS1,3.0V_RTC1,IPS1,VCC-PC1,VCC-PL1";"TP_SMD";17;"TESTPAD";;;
59;"R59";"R_0402_5MIL_DWS";1;"47k";;;
60;"GNDA1";"TESTPAD_40-ROUND";1;"TESTPAD";;;
61;"Mounting_hole2,Mounting_hole3,Mounting_hole1";"Mounting_hole_3.3mm_with_5.5mm_pad";3;"Mounting_hole";;;
62;"LINEINR/MICIN1,LINEINL/MICIN2,PWR_PC1";"SJ_2_SMALL";3;"Opened(2-3);Soldered(1-2)";;;
63;"HPHONEOUTL/LINEOUTL1,HPHONEOUTR/LINEOUTR1";"SJ_2_SMALL";2;"Soldered(1-2);Opened(2-3)";;;
64;"U7,U8,U10";"SLP2510P8_TEST";3;"NA(RCLAMP0524P(SLP2510P8))";;;
65;"U5";"FBGA153_Pitch-0.5mm_Ball-0.25mm_Dimensions-11.50x13.00x0.80mm";1;"NA(KLMAG2GEUF-B04P)";;;
66;"L7,L9";"L_0402_5MIL_DWS";2;"NA(2.7nH\L0402)";;;
67;"C198,C88";"C_0402_5MIL_DWS";2;"NA(24pF\50V/5%)";;;
68;"RM8";"RA0805_(4X0402)_xx_BIGGEROUTPADS";1;"RA0805_(4X0402)_4.7k";;;
69;"ANT1";"BT_Antenna_Inverted_1ANT_2GND";1;"PCB_WIFI_ANT";;;
70;"C107";"C_0402_5MIL_DWS";1;"NA(1.5pF\C0402)";;;
71;"R120";"R_0603_5MIL_DWS";1;"120R";;;
72;"PWR1";"PWRJ-2mm(YDJ-1134)";1;"PWRJ-2mm(YDJ-1134)";;;
73;"R73,R54,R68,R15";"R_0402_5MIL_DWS";4;"NA(22R)";;;
74;"FID2,FID5";"Fiducial1x3_Past";2;"";;;
75;"RM1,RM15";"RA0805_(4X0402)_xx_BIGGEROUTPADS";2;"RA0805_(4X0402)_22R";;;
76;"LAN1";"TM211Q01FM22";1;"TM211Q01FM22";;;
77;"Logo-OSHW";"LOGO_OPENHARDWARE_8x8";1;"";;;
78;"R16,R17,R60";"R_0402_5MIL_DWS";3;"NA(0R)";;;
79;"ANT2";"U.FL-R-SMT-1";1;"NA(U.FL-R-SMT-1)";;;
80;"L10";"L_0402_5MIL_DWS";1;"NA(3.3nH +-0.1nH LQP15MN3N3B02D)";;;
81;"C106";"C_0402_5MIL_DWS";1;"NA(0.8pF\C0402)";;;
82;"C105";"C_0402_5MIL_DWS";1;"NA(10pF\50V/5%)";;;
83;"R14,R13";"R_0402_5MIL_DWS";2;"NA(243R\1%)";;;
84;"HDMI1";"HDMI-SWM-19_Paste";1;"HDMI-SWM-19";;;
85;"Q3";"TSX-3.2x2.5mm_GND(3)";1;"ABM8-24.000MHZ-D2Y-T";;;
86;"5V_E1";"SJ_1_SMALLER";1;"Opened";;;
87;"C35,C44,C37";"C_0402_5MIL_DWS";3;"NA(100nF/10V/X5R/20%)";;;
88;"C38,C43,C36";"C_0603_5MIL_DWS";3;"NA(2.2uF\6.3V/10%)";;;
89;"C42";"C_0603_5MIL_DWS";1;"NA(22uF\6.3V/20%)";;;
90;"C56,C61";"C_0603_5MIL_DWS";2;"2.2uF\6.3V/10%";;;
91;"C183,C184";"C_0402_5MIL_DWS";2;"22pF\50V/5%";;;
92;"D4,D3";"SOD-123_1C-2A_KA";2;"1N5819(S4SOD-123)";;;
93;"FET1,FET4";"SOT23";2;"BSS138(SOT23-3)";;;
94;"FUSE2";"FUSE-5025";1;"NA(5025)";;;
95;"L1";"L_0805_5MIL_DWS";1;"NA(UPZ2012E-601-2R0TF/600R/2A)";;;
96;"R2";"R_0402_5MIL_DWS";1;"100R\1%";;;
97;"R93";"R_0402_5MIL_DWS";1;"10M";;;
98;"RM7";"RA1206_(4X0603)_4B8_xx";1;"RA1206_(4x0603)_4B8_100k";;;
99;"RM9,RM12";"RA1206_(4X0603)_4B8_xx";2;"NA(RA1206_(4x0603)_4B8_100k)";;;
100;"T1";"DFN2x2-6L";1;"WPM1481-6\TR(DFN2X2-6L)";;;
101;"MIPI-DSI1";"FPV-WZA21-20-LF";1;"FPV-WZA21-20-LF";;;
102;"R41";"R_0402_5MIL_DWS";1;"13k\1%";;;
103;"HSIC_E1,WP_Enable1";"SJ";2;"Opened";;;
104;"R78";"R_1206_5MIL_DWS";1;"0.01R\1%/1206";;;
105;"R46";"R_0402_5MIL_DWS";1;"27k";;;
106;"R27";"R_0402_5MIL_DWS";1;"200k\1%";;;
107;"Sign-Antistatic";"LOGO_ANTISTATIC_1";1;"";;;
108;"Sign-PbFree";"LOGO_PBFREE";1;"";;;
109;"Sign-RecycleBin";"LOGO_RECYCLEBIN_1";1;"";;;
110;"Sign-RoHS";"LOGO_ROHS_1";1;"";;;
111;"3.3V/VCC-PE:2.8V1";"SJ_2_SMALL_12_TIED";1;"Opened(2-3);Closed(1-2)";;;
112;"C196";"C_1206_5MIL_DWS_ISO";1;"1nF\2kV/10%/X7R";;;
113;"R115";"R_0603_5MIL_DWS";1;"12.1k\1%";;;
114;"U15";"QFN48_1DRILL(PADPITCH-0.5MM)";1;"KSZ9031RNXCC-TR";;;
115;"R28";"R_0402_5MIL_DWS";1;"NA(1k)";;;
116;"Q2";"CM7V-T1A(Crystal_Package-1206_3.20x1.50x0.65mm)";1;"Q32.768kHz/12.5pF/2P/SMD1206";;;
117;"D1";"DO214AA_1(K)-2(A)";1;"SMBJ6.0A";;;
118;"U12";"SO-8_208mil";1;"NA(W25Q128FVSIG)";;;
119;"C93";"C_0402_5MIL_DWS";1;"24pF\50V/5%";;;
120;"C94";"C_0402_5MIL_DWS";1;"NA";;;
121;"U4";"SOIC-8_150mil";1;"AT24C16C-SSHM-T(SOIC-8_150mil)";;;
122;"R66";"R_0402_5MIL_DWS";1;"0R";;;
123;"R36";"R_0603_5MIL_0R(Board_Mounted)";1;"0R(Board_Mounted)";;;
124;"MICRO_SD1";"TFC-WPAPR-08";1;"MICRO_SD(TFC-WPAPR-08)";;;
125;"FET3,FET2";"SOT23";2;"IRLML6402(SOT-23)";;;
126;"Sign_CE";"CE_Sign";1;"CE_Sign";;;
127;"Q4";"TSX-3.2x2.5mm_GND(3)";1;"ABM8-25.000MHZ-D2Y-T";;;
128;"TVS1,TVS2";"SOT-23-5";2;"ESDS314DBVR(SOT-23-5)";;;
129;"R22";"R_0402_5MIL_DWS";1;"1M";;;
130;"U16";"SOT-23";1;"SSP61CN4502MR";;;
