id,description,name,name_with_namespace,path,path_with_namespace,created_at,default_branch,tag_list,topics,ssh_url_to_repo,http_url_to_repo,web_url,readme_url,forks_count,avatar_url,star_count,last_activity_at,namespace.id,namespace.name,namespace.path,namespace.kind,namespace.full_path,namespace.parent_id,namespace.avatar_url,namespace.web_url
11297,"The Macbeth (MAChine / BEamline Timing Hardware) system is aimed to synchronize the beamlines experimental devices (pump-probe, laser, …) with the accelerator beam with a high accuracy",Macbeth,Projects / Macbeth,macbeth,project/macbeth,2024-03-14T20:13:15.457Z,master,"['IQ modulator', 'KiCad', 'Kria', 'synchronization', 'timing']","['IQ modulator', 'KiCad', 'Kria', 'synchronization', 'timing']",ssh://git@ohwr.org:7999/project/macbeth.git,https://ohwr.org/project/macbeth.git,https://ohwr.org/project/macbeth,https://ohwr.org/project/macbeth/-/blob/master/README.md,0.0,,0,2025-01-10T15:30:39.725Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11295,,ACCURATE 2A Evaluation Board,Projects / ACCURATE 2A Evaluation Board,accurate2-eval,project/accurate2-eval,2024-02-22T13:18:10.198Z,master,[],[],ssh://git@ohwr.org:7999/project/accurate2-eval.git,https://ohwr.org/project/accurate2-eval.git,https://ohwr.org/project/accurate2-eval,https://ohwr.org/project/accurate2-eval/-/blob/master/README.md,0.0,,1,2024-09-23T15:13:27.263Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11294,Arria10-based open source timing receiver (PCIe format),Pex10,Projects / Pex10,pex10,project/pex10,2024-02-02T10:40:51.506Z,master,[],[],ssh://git@ohwr.org:7999/project/pex10.git,https://ohwr.org/project/pex10.git,https://ohwr.org/project/pex10,https://ohwr.org/project/pex10/-/blob/master/README.md,0.0,,0,2024-02-02T10:40:51.506Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11293,Mixed Digital IO RTM for the DI/OT project. [More info at the Wiki page](https://www.ohwr.org/project/mdior/wiki),DIOT Mixed Digital IO RTM,Projects / DIOT Mixed Digital IO RTM,mdior,project/mdior,2023-12-04T15:25:07.229Z,master,[],[],ssh://git@ohwr.org:7999/project/mdior.git,https://ohwr.org/project/mdior.git,https://ohwr.org/project/mdior,https://ohwr.org/project/mdior/-/blob/master/readme.md,0.0,,0,2024-10-02T10:11:09.488Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11292,"Interface box easing the integration of commercially available (high-voltage) power supplies into a Profibus or Profinet control system. The control system will always see the same API. Implements vendor-specific adaptation (logic, voltage levels).",Power Supply Interface Module PSIM,Projects / Power Supply Interface Module PSIM,psim,project/psim,2023-11-09T10:58:46.540Z,main,[],[],ssh://git@ohwr.org:7999/project/psim.git,https://ohwr.org/project/psim.git,https://ohwr.org/project/psim,,0.0,,0,2023-11-09T10:58:46.540Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11290,"A radiation tolerant flashing beacon design, based on earlier GaN driver developments for radiation tolerant lighting. Currently in the prototype stage with no radiation testing yet performed.",Radiation Tolerant LED Beacon,James Devine / Radiation Tolerant LED Beacon,rad-tol-led-beacon,jdevine/rad-tol-led-beacon,2023-08-03T15:26:04.879Z,master,[],[],ssh://git@ohwr.org:7999/jdevine/rad-tol-led-beacon.git,https://ohwr.org/jdevine/rad-tol-led-beacon.git,https://ohwr.org/jdevine/rad-tol-led-beacon,https://ohwr.org/jdevine/rad-tol-led-beacon/-/blob/master/README.md,0.0,,0,2023-08-03T15:26:04.879Z,8967,James Devine,jdevine,user,jdevine,,https://secure.gravatar.com/avatar/5d8a4d363f6a66f3ffe2b30de6d313426933b9fe5a386539a67708369a8c4942?s=80&d=identicon,https://ohwr.org/jdevine
11289,Negative pressure wound therapy (NPWT) is a method of drawing out fluid and infection from a wound to help it heal. The project is a cheap NPWT system consisting of easy to replicate or locally sourced materials. ,Negative Pressure Wound Treatment,Projects / Negative Pressure Wound Treatment,npwt,project/npwt,2023-04-12T15:05:33.703Z,master,[],[],ssh://git@ohwr.org:7999/project/npwt.git,https://ohwr.org/project/npwt.git,https://ohwr.org/project/npwt,,0.0,,0,2024-10-02T10:11:11.359Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11288,"DI/OT Igloo2-based System Board for radiation-exposed DI/OT applications. [More info at the Wiki
page](https://www.ohwr.org/project/diot-sb-igl/wiki)",DIOT Igloo2-based radiation-tolerant System Board,Roberto Fernández Bautista / DIOT Igloo2-based radiation-tolerant System Board,diot-sb-igl,Qbort/diot-sb-igl,2023-03-29T11:20:09.394Z,master,[],[],ssh://git@ohwr.org:7999/Qbort/diot-sb-igl.git,https://ohwr.org/Qbort/diot-sb-igl.git,https://ohwr.org/Qbort/diot-sb-igl,https://ohwr.org/Qbort/diot-sb-igl/-/blob/master/README.md,0.0,https://ohwr.org/uploads/-/system/project/avatar/11288/logo_black_1_.png,0,2023-04-06T15:37:57.491Z,9687,Roberto Fernández Bautista,Qbort,user,Qbort,,/uploads/-/system/user/avatar/9620/avatar.png,https://ohwr.org/Qbort
11283,Collection of WRTD reference designs provided by (and used at) CERN,WRTD Reference Designs,Projects / WRTD Reference Designs,wrtd-ref-designs,project/wrtd-ref-designs,2022-10-13T15:18:50.428Z,master,['WRTD'],['WRTD'],ssh://git@ohwr.org:7999/project/wrtd-ref-designs.git,https://ohwr.org/project/wrtd-ref-designs.git,https://ohwr.org/project/wrtd-ref-designs,https://ohwr.org/project/wrtd-ref-designs/-/blob/master/README.md,0.0,,0,2025-02-03T15:37:54.723Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11282,"Active 32/64 channels 19"" patch panel for FPGA boards, with robust 5V TTL I/Os, configurable through I²C and USB-C. [More info at the Wiki page](/project/giraph32/wikis/home)",Generic I²C-Reconfigurable Active PatcH GIRAPH,Projects / Generic I²C-Reconfigurable Active PatcH GIRAPH,giraph32,project/giraph32,2022-09-14T16:40:59.815Z,master,[],[],ssh://git@ohwr.org:7999/project/giraph32.git,https://ohwr.org/project/giraph32.git,https://ohwr.org/project/giraph32,,0.0,https://ohwr.org/uploads/-/system/project/avatar/11282/giraph.png,0,2024-10-16T08:19:04.334Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11281,"A software suite written in Python to help with production tests of
PCBs. AKA PTS.

%(red)This pts-base project is used to re-organise the current [pts
project](https://www.ohwr.org/project/pts.%)  
In the future this project will replace the existing pts project.

[More info at the Wiki page](https://www.ohwr.org/project/pts-tmp/wiki)

",Production Test Suite - base,Pieter Van Trappen / Production Test Suite - base,pts-base,pvantrap/pts-base,2022-07-25T09:09:02.498Z,master,[],[],ssh://git@ohwr.org:7999/pvantrap/pts-base.git,https://ohwr.org/pvantrap/pts-base.git,https://ohwr.org/pvantrap/pts-base,https://ohwr.org/pvantrap/pts-base/-/blob/master/README,0.0,,0,2022-07-25T09:09:02.498Z,9305,Pieter Van Trappen,pvantrap,user,pvantrap,,https://secure.gravatar.com/avatar/1d94f515d19e0f242c028eb356cba8e42d4da16e2e3b3c7df631b7ac20be86e0?s=80&d=identicon,https://ohwr.org/pvantrap
11280,BabyWR is a general purpose small pluggable WR node in a M.2 form-factor. [More info at the Wiki page](https://www.ohwr.org/project/babywr/wiki),BabyWR,Projects / BabyWR,babywr,project/babywr,2022-07-05T09:45:04.833Z,main,[],[],ssh://git@ohwr.org:7999/project/babywr.git,https://ohwr.org/project/babywr.git,https://ohwr.org/project/babywr,https://ohwr.org/project/babywr/-/blob/main/README.md,0.0,,0,2025-01-17T08:45:09.058Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11278,A simple TTL electrical to optical converter. [More info at the Wiki page](https://www.ohwr.org/project/conv-ttl-opt-1i-1o/wiki),Electrical to Optical converter,Projects / Electrical to Optical converter,conv-ttl-opt-1i-1o,project/conv-ttl-opt-1i-1o,2022-05-11T15:42:51.689Z,master,[],[],ssh://git@ohwr.org:7999/project/conv-ttl-opt-1i-1o.git,https://ohwr.org/project/conv-ttl-opt-1i-1o.git,https://ohwr.org/project/conv-ttl-opt-1i-1o,,0.0,,0,2024-10-02T10:11:18.765Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11277,A simple optical to TTL electrical converter. [More info at the Wiki page](https://www.ohwr.org/project/conv-opt-ttl-1i-1o/wiki),Optical to electrical converter,Projects / Optical to electrical converter,conv-opt-ttl-1i-1o,project/conv-opt-ttl-1i-1o,2022-05-11T13:06:28.853Z,master,[],[],ssh://git@ohwr.org:7999/project/conv-opt-ttl-1i-1o.git,https://ohwr.org/project/conv-opt-ttl-1i-1o.git,https://ohwr.org/project/conv-opt-ttl-1i-1o,,0.0,,0,2024-10-02T10:11:20.008Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11276,DI/OT Peripheral Board Loop-back. [More info at the Wiki page](https://www.ohwr.org/project/diot-pb-lbk/wiki),DIOT Peripheral Board Loop-back,Projects / DIOT Peripheral Board Loop-back,diot-pb-lbk,project/diot-pb-lbk,2022-05-11T08:53:14.448Z,master,[],[],ssh://git@ohwr.org:7999/project/diot-pb-lbk.git,https://ohwr.org/project/diot-pb-lbk.git,https://ohwr.org/project/diot-pb-lbk,,0.0,,0,2024-10-08T13:47:52.155Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11275,SAMbuCa I2PS. Used in the [SAMbuCa project](https://ohwr.org/project/sambuca/wikis). [More info at the Wiki page](https://www.ohwr.org/project/samb-i2ps/wiki),SAMbuCa I2PS,Projects / SAMbuCa I2PS,samb-i2ps,project/samb-i2ps,2022-04-26T12:42:46.334Z,master,[],[],ssh://git@ohwr.org:7999/project/samb-i2ps.git,https://ohwr.org/project/samb-i2ps.git,https://ohwr.org/project/samb-i2ps,,0.0,,0,2024-10-02T10:11:23.900Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11274,"The PZ-TIO is a carrier board for a PicoZed 7015 Zynq System on Module (SoM) supporting White Rabbit in the Zynq PL. It provides Ethernet, UART, SD card and USB peripherals for the Zynq PS running Ubuntu 18; SFPs, WR clocks, and GPIO for the PL. ",PZ Carrier and Trigger IO - PZ-TIO,Projects / PZ Carrier and Trigger IO - PZ-TIO,pz-tio,project/pz-tio,2022-03-29T08:31:36.178Z,master,[],[],ssh://git@ohwr.org:7999/project/pz-tio.git,https://ohwr.org/project/pz-tio.git,https://ohwr.org/project/pz-tio,,0.0,,0,2024-10-02T10:11:25.362Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11273,Motor driver to control stepper and DC brushed motors in constant current or speed control. Used in SAMbuCa project. [More info at the Wiki page](https://www.ohwr.org/project/samb-step-dcdrive-4ch/wiki),samb-step-dcdrive-4ch,Projects / samb-step-dcdrive-4ch,samb-step-dcdrive-4ch,project/samb-step-dcdrive-4ch,2022-01-25T10:23:34.141Z,master,[],[],ssh://git@ohwr.org:7999/project/samb-step-dcdrive-4ch.git,https://ohwr.org/project/samb-step-dcdrive-4ch.git,https://ohwr.org/project/samb-step-dcdrive-4ch,,0.0,,0,2024-10-02T10:11:26.845Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11272,"Tool for generating multi-purpose makefiles for FPGA projects.

Main features:

  - makefile generation for:
      - fetching modules from repositories
      - simulating HDL projects
      - synthesizing HDL projects
      - synthesizing projects remotely (keeping your local resources
        free)
  - generating multi-vendor project files (no clicking in the IDE\!)
  - many other things without involving make and makefiles

Hdlmake supports **modularity**, **scalability**, **revision control
systems**. Hdlmake can be run on any Linux or Windows machine with any
HDL  
[More info at the Wiki page](https://www.ohwr.org/project/hdl-make/wiki)

",Hdlmake,Brian Koropoff / Hdlmake,hdl-make,bkoropoff/hdl-make,2022-01-25T08:54:53.343Z,master,[],[],ssh://git@ohwr.org:7999/bkoropoff/hdl-make.git,https://ohwr.org/bkoropoff/hdl-make.git,https://ohwr.org/bkoropoff/hdl-make,,0.0,,0,2022-02-05T02:16:51.048Z,9661,Brian Koropoff,bkoropoff,user,bkoropoff,,https://secure.gravatar.com/avatar/a68a71e867d2c304b018f5d9e91193bdf9d9a584e77326c4155ea95fca1480d6?s=80&d=identicon,https://ohwr.org/bkoropoff
11271,"Enumerates the capacitors in an Altium design by parsing the EDIF netlist and library, showing if insufficient voltage ratings are used (derating). [More info at the Wiki page](https://www.ohwr.org/project/extract-cap-voltage-rating/wiki)",Extract Capacitor Voltage Rating,Projects / Extract Capacitor Voltage Rating,extract-cap-voltage-rating,project/extract-cap-voltage-rating,2021-11-03T16:38:25.975Z,master,[],[],ssh://git@ohwr.org:7999/project/extract-cap-voltage-rating.git,https://ohwr.org/project/extract-cap-voltage-rating.git,https://ohwr.org/project/extract-cap-voltage-rating,https://ohwr.org/project/extract-cap-voltage-rating/-/blob/master/README.md,0.0,,0,2021-12-06T16:06:34.198Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11270,"A collection of platform-independent cores such as memories,
synchronizer circuits and Wishbone cores.

[More info at the Wiki
page](https://www.ohwr.org/project/general-cores/wiki)

",Platform-independent core collection,Konstantinos Blantos / Platform-independent core collection,general-cores,kblantos/general-cores,2021-10-19T13:46:39.910Z,master,[],[],ssh://git@ohwr.org:7999/kblantos/general-cores.git,https://ohwr.org/kblantos/general-cores.git,https://ohwr.org/kblantos/general-cores,https://ohwr.org/kblantos/general-cores/-/blob/master/README.md,0.0,,0,2022-09-06T16:36:27.101Z,9646,Konstantinos Blantos,kblantos,user,kblantos,,https://secure.gravatar.com/avatar/642b52782c592d341ec4f0e2fd3e32001bb6e794f05cbd2a945eebed017944a6?s=80&d=identicon,https://ohwr.org/kblantos
11268,"FMC LPC card with two High Voltage (HV) outputs and one Low Voltage (5-10V) output.  Has mV voltage sensing and mA current sensing capabilities. [More info at the Wiki page](https://www.ohwr.org/project/fmc-hv-2ch/wiki)
",FMC High-Voltage supply - fmc-hv-2ch,Projects / FMC High-Voltage supply - fmc-hv-2ch,fmc-hv-2ch,project/fmc-hv-2ch,2021-10-06T15:47:13.253Z,master,[],[],ssh://git@ohwr.org:7999/project/fmc-hv-2ch.git,https://ohwr.org/project/fmc-hv-2ch.git,https://ohwr.org/project/fmc-hv-2ch,https://ohwr.org/project/fmc-hv-2ch/-/blob/master/README.md,0.0,,1,2024-09-23T15:13:37.397Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11267,Test. May be deleted.,test,Projects / test,test,project/test,2021-10-05T10:08:08.567Z,master,[],[],ssh://git@ohwr.org:7999/project/test.git,https://ohwr.org/project/test.git,https://ohwr.org/project/test,https://ohwr.org/project/test/-/blob/master/README.md,0.0,,0,2021-10-13T06:52:58.943Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11266,Production and functional tests for PXIe controller COM Express based. [More info at the Wiki page](https://www.ohwr.org/project/pxie-ctl-comexpress-tst/wiki),PXIe controller COM Express based testing support,Projects / PXIe controller COM Express based testing support,pxie-ctl-comexpress-tst,project/pxie-ctl-comexpress-tst,2021-10-05T09:01:35.991Z,master,[],[],ssh://git@ohwr.org:7999/project/pxie-ctl-comexpress-tst.git,https://ohwr.org/project/pxie-ctl-comexpress-tst.git,https://ohwr.org/project/pxie-ctl-comexpress-tst,https://ohwr.org/project/pxie-ctl-comexpress-tst/-/blob/master/README.md,0.0,,0,2024-10-08T06:46:22.713Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11265,"A low cost potentiostat circuit to perform electrochemistry experiments. The system may be driven by a Teensy card from PJRC (Arduino IDE) or by power supplies,   [More info at the Wiki page](https://www.ohwr.org/project/passstat/wiki)",PassStat,Projects / PassStat,passstat,project/passstat,2021-09-30T15:52:03.090Z,master,[],[],ssh://git@ohwr.org:7999/project/passstat.git,https://ohwr.org/project/passstat.git,https://ohwr.org/project/passstat,https://ohwr.org/project/passstat/-/blob/master/README.md,0.0,,0,2024-09-23T15:13:41.415Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11264,The FMC Motion Front-End (fmc-mfe) aims at providing analog and digital environment for the control of up to 8-axis. [More info at the Wiki page](https://ohwr.org/project/fmc-mfe/wikis),FMC Motion Front-End,Projects / FMC Motion Front-End,fmc-mfe,project/fmc-mfe,2021-09-24T15:06:17.316Z,master,[],[],ssh://git@ohwr.org:7999/project/fmc-mfe.git,https://ohwr.org/project/fmc-mfe.git,https://ohwr.org/project/fmc-mfe,,0.0,,0,2024-10-02T10:11:35.122Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11263,"AFCKU is dual FMC carrier in AMC format based on Kintex Ultrascale SoC devices. It supports White Rabbit and RTM modules.
[More info at the Wiki page](https://www.ohwr.org/project/afcku/wiki).",AMC FMC Carrier Kintex Ultrascale AFCKU,Projects / AMC FMC Carrier Kintex Ultrascale AFCKU,afcku,project/afcku,2021-08-30T12:39:51.675Z,master,[],[],ssh://git@ohwr.org:7999/project/afcku.git,https://ohwr.org/project/afcku.git,https://ohwr.org/project/afcku,,0.0,,0,2024-09-23T15:13:43.200Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11262,"Tester board to test PXIe processor modules. Two variants: slot 2 and slot 10 (system timing slot). [More info at the Wiki page](https://www.ohwr.org/project/pxct/wiki)
",PXIe Communication Tester - PXCT,Projects / PXIe Communication Tester - PXCT,pxct,project/pxct,2021-07-23T16:46:18.808Z,master,[],[],ssh://git@ohwr.org:7999/project/pxct.git,https://ohwr.org/project/pxct.git,https://ohwr.org/project/pxct,https://ohwr.org/project/pxct/-/blob/master/README.md,0.0,,0,2024-10-02T10:11:41.623Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11261,"A WR compliant Network Interface Core (WR-NIC) for 1G and 10G Ethernet communication. [More info at the Wiki page](https://www.ohwr.org/project/10G-wr-nic/wiki)
",10G White Rabbit Network Interface Core,Projects / 10G White Rabbit Network Interface Core,10G-wr-nic,project/10G-wr-nic,2021-07-23T16:12:52.258Z,f_ltgt_spec,[],[],ssh://git@ohwr.org:7999/project/10G-wr-nic.git,https://ohwr.org/project/10G-wr-nic.git,https://ohwr.org/project/10G-wr-nic,https://ohwr.org/project/10G-wr-nic/-/blob/f_ltgt_spec/README.md,0.0,,0,2024-10-02T10:11:43.500Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11259,A board that has eyes,FSI DIOT Photodetection module 8ch,Projects / FSI DIOT Photodetection module 8ch,diot-fsi-det-8ch,project/diot-fsi-det-8ch,2021-06-10T08:08:54.514Z,master,[],[],ssh://git@ohwr.org:7999/project/diot-fsi-det-8ch.git,https://ohwr.org/project/diot-fsi-det-8ch.git,https://ohwr.org/project/diot-fsi-det-8ch,https://ohwr.org/project/diot-fsi-det-8ch/-/blob/master/README.md,0.0,,0,2025-01-23T12:04:12.109Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11258,Gateware and software for the data acquisition path of the FSI project,FSI Data Acquisition Path Gateware and Software,Projects / FSI Data Acquisition Path Gateware and Software,fsi-daq,project/fsi-daq,2021-06-10T08:04:47.404Z,master,[],[],ssh://git@ohwr.org:7999/project/fsi-daq.git,https://ohwr.org/project/fsi-daq.git,https://ohwr.org/project/fsi-daq,https://ohwr.org/project/fsi-daq/-/blob/master/README.md,0.0,,0,2023-03-08T12:50:25.160Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
11257,"This project contains all the HDL gateware necessary for the FPGA of the
WR switch.

",White Rabbit Switch - Gateware,Konstantinos Blantos / White Rabbit Switch - Gateware,wr-switch-hdl,kblantos/wr-switch-hdl,2021-06-01T12:29:54.920Z,proposed_master,[],[],ssh://git@ohwr.org:7999/kblantos/wr-switch-hdl.git,https://ohwr.org/kblantos/wr-switch-hdl.git,https://ohwr.org/kblantos/wr-switch-hdl,https://ohwr.org/kblantos/wr-switch-hdl/-/blob/proposed_master/README,0.0,,0,2022-02-14T14:12:14.190Z,9646,Konstantinos Blantos,kblantos,user,kblantos,,https://secure.gravatar.com/avatar/642b52782c592d341ec4f0e2fd3e32001bb6e794f05cbd2a945eebed017944a6?s=80&d=identicon,https://ohwr.org/kblantos
11256,"AFCZ is dual FMC carrier in AMC format based on ZU7EV or ZU11EG SoC devices. It supports White Rabbit and RTM modules.
[More info at the Wiki page](https://www.ohwr.org/project/afcz/wiki).",AMC FMC Carrier AFCZ,Projects / AMC FMC Carrier AFCZ,afcz,project/afcz,2021-05-25T12:52:24.860Z,master,[],[],ssh://git@ohwr.org:7999/project/afcz.git,https://ohwr.org/project/afcz.git,https://ohwr.org/project/afcz,,0.0,,0,2024-10-02T10:11:47.115Z,8136,Projects,project,group,project,,,https://ohwr.org/groups/project
